Crop,State,Season,year,Area,Production,Yield,avg_temperature_2m_mean,avg_temperature_2m_max,avg_temperature_2m_min,avg_relative_humidity_2m_mean,avg_wind_speed_10m_max,avg_wind_direction_10m_dominant,avg_precipitation_sum,avg_shortwave_radiation_sum,avg_surface_pressure_mean,avg_cloud_cover_mean
Safflower,Karnataka,Total,2023,0.17,0.13,745.0,26.31,33.38,20.41,58.1,3.15,182.85,1.49,19.21,94.21,47.28
Safflower,Karnataka,Total,2024,0.19,0.14,732.0,26.17,32.38,21.02,65.15,3.03,182.84,2.56,17.99,94.14,54.57
Safflower,Ladakh,Rabi,2021,0.0,0.0,0.0,-4.13,2.66,-10.82,63.15,1.91,220.13,1.24,18.02,58.61,60.12
Safflower,Ladakh,Total,2021,0.0,0.0,0.0,-4.13,2.66,-10.82,63.15,1.91,220.13,1.24,18.02,58.61,60.12
Safflower,Lakshadweep,Rabi,2021,0.0,0.0,0.0,28.37,28.69,28.02,77.79,4.12,229.69,5.02,18.5,100.95,61.83
Safflower,Lakshadweep,Total,2021,0.0,0.0,0.0,28.37,28.69,28.02,77.79,4.12,229.69,5.02,18.5,100.95,61.83
Safflower,Madhya Pradesh,Rabi,2020,0.0,0.0,0.0,25.38,32.23,19.43,58.73,1.97,190.95,3.53,17.98,96.48,45.97
Safflower,Madhya Pradesh,Rabi,2021,0.0,0.0,0.0,25.75,32.51,19.81,55.59,2.06,182.3,3.44,17.57,96.44,49.01
Safflower,Madhya Pradesh,Total,2020,0.0,0.0,0.0,25.38,32.23,19.43,58.73,1.97,190.95,3.53,17.98,96.48,45.97
Safflower,Madhya Pradesh,Total,2021,0.0,0.0,0.0,25.75,32.51,19.81,55.59,2.06,182.3,3.44,17.57,96.44,49.01
Safflower,Maharashtra,Rabi,2020,0.21,0.12,569.0,25.1,31.38,19.6,63.17,2.27,191.19,3.29,18.67,94.6,46.65
Safflower,Maharashtra,Rabi,2021,0.28,0.19,691.0,25.39,31.67,19.96,61.07,2.35,197.45,2.65,17.71,94.58,53.08
Safflower,Maharashtra,Rabi,2022,0.32,0.23,715.0,25.24,31.83,19.5,59.58,2.53,210.05,2.58,18.42,94.56,45.51
Safflower,Maharashtra,Rabi,2023,0.41,0.32,771.0,25.4,32.41,19.43,57.29,2.69,199.48,2.14,18.44,94.71,43.0
Safflower,Maharashtra,Rabi,2024,0.35,0.26,755.0,25.84,32.44,20.16,59.03,2.44,206.91,2.6,18.03,94.63,48.67
Safflower,Maharashtra,Total,2020,0.21,0.12,569.0,25.1,31.38,19.6,63.17,2.27,191.19,3.29,18.67,94.6,46.65
Safflower,Maharashtra,Total,2021,0.28,0.19,691.0,25.39,31.67,19.96,61.07,2.35,197.45,2.65,17.71,94.58,53.08
Safflower,Maharashtra,Total,2022,0.32,0.23,715.0,25.24,31.83,19.5,59.58,2.53,210.05,2.58,18.42,94.56,45.51
Safflower,Maharashtra,Total,2023,0.41,0.32,771.0,25.4,32.41,19.43,57.29,2.69,199.48,2.14,18.44,94.71,43.0
Safflower,Maharashtra,Total,2024,0.35,0.26,755.0,25.84,32.44,20.16,59.03,2.44,206.91,2.6,18.03,94.63,48.67
Safflower,Manipur,Rabi,2021,0.0,0.0,0.0,21.6,28.05,16.78,71.94,0.32,227.76,2.83,16.77,91.31,58.88
Safflower,Manipur,Total,2021,0.0,0.0,0.0,21.6,28.05,16.78,71.94,0.32,227.76,2.83,16.77,91.31,58.88
Safflower,Meghalaya,Rabi,2021,0.0,0.0,0.0,19.19,23.74,15.52,81.42,1.69,196.92,8.93,15.59,89.79,57.15
Safflower,Meghalaya,Total,2021,0.0,0.0,0.0,19.19,23.74,15.52,81.42,1.69,196.92,8.93,15.59,89.79,57.15
Safflower,Mizoram,Rabi,2021,0.0,0.0,0.0,21.03,27.42,16.15,73.2,0.15,166.47,4.02,17.15,90.37,59.47
Safflower,Mizoram,Total,2021,0.0,0.0,0.0,21.03,27.42,16.15,73.2,0.15,166.47,4.02,17.15,90.37,59.47
Safflower,Odisha,Rabi,2020,0.0,0.0,625.0,25.29,30.77,20.45,73.23,1.53,212.25,4.36,16.89,98.5,55.96
Safflower,Odisha,Rabi,2021,0.01,0.0,619.0,25.96,31.5,21.04,69.29,1.66,200.37,4.05,16.33,98.45,59.09
Safflower,Odisha,Rabi,2022,0.01,0.0,630.0,25.9,31.82,20.65,68.76,1.65,199.33,3.63,17.05,98.4,51.52
Safflower,Odisha,Rabi,2023,0.01,0.0,630.0,26.25,32.2,21.01,65.53,1.65,222.75,3.84,16.61,98.53,53.48
Safflower,Odisha,Rabi,2024,0.01,0.0,600.0,26.43,32.05,21.51,68.92,1.72,200.33,3.77,15.81,98.49,57.41
Safflower,Odisha,Total,2020,0.0,0.0,625.0,25.29,30.77,20.45,73.23,1.53,212.25,4.36,16.89,98.5,55.96
Safflower,Odisha,Total,2021,0.01,0.0,619.0,25.96,31.5,21.04,69.29,1.66,200.37,4.05,16.33,98.45,59.09
Safflower,Odisha,Total,2022,0.01,0.0,630.0,25.9,31.82,20.65,68.76,1.65,199.33,3.63,17.05,98.4,51.52
Safflower,Odisha,Total,2023,0.01,0.0,630.0,26.25,32.2,21.01,65.53,1.65,222.75,3.84,16.61,98.53,53.48
Safflower,Odisha,Total,2024,0.01,0.0,600.0,26.43,32.05,21.51,68.92,1.72,200.33,3.77,15.81,98.49,57.41
Safflower,Telangana,Rabi,2020,0.03,0.03,931.0,25.74,31.45,20.81,67.38,2.28,167.51,3.41,18.15,95.55,52.67
Safflower,Telangana,Rabi,2021,0.07,0.07,987.0,25.57,31.22,20.73,66.93,2.22,171.54,3.15,17.82,95.53,55.49
Safflower,Telangana,Rabi,2022,0.09,0.08,900.0,25.72,31.64,20.64,65.15,2.3,171.58,3.09,18.16,95.49,50.26
Safflower,Telangana,Rabi,2023,0.04,0.04,1017.0,25.95,32.16,20.63,61.9,2.34,176.69,2.93,18.16,95.64,47.15
Safflower,Telangana,Rabi,2024,0.03,0.03,992.0,26.48,32.4,21.42,64.53,2.42,173.24,2.75,17.68,95.57,53.95
Safflower,Telangana,Total,2020,0.03,0.03,931.0,25.74,31.45,20.81,67.38,2.28,167.51,3.41,18.15,95.55,52.67
Safflower,Telangana,Total,2021,0.07,0.07,987.0,25.57,31.22,20.73,66.93,2.22,171.54,3.15,17.82,95.53,55.49
Safflower,Telangana,Total,2022,0.09,0.08,900.0,25.72,31.64,20.64,65.15,2.3,171.58,3.09,18.16,95.49,50.26
Safflower,Telangana,Total,2023,0.04,0.04,1017.0,25.95,32.16,20.63,61.9,2.34,176.69,2.93,18.16,95.64,47.15
Safflower,Telangana,Total,2024,0.03,0.03,992.0,26.48,32.4,21.42,64.53,2.42,173.24,2.75,17.68,95.57,53.95
Safflower,Tripura,Rabi,2021,0.0,0.0,0.0,24.68,29.65,20.57,78.33,0.16,161.96,5.98,16.93,99.6,58.89
Safflower,Tripura,Total,2021,0.0,0.0,0.0,24.68,29.65,20.57,78.33,0.16,161.96,5.98,16.93,99.6,58.89
Safflower,West Bengal,Rabi,2020,0.0,0.0,620.0,25.24,30.46,20.69,76.18,1.85,227.54,4.45,16.24,100.65,55.76
Safflower,West Bengal,Rabi,2021,0.0,0.0,600.0,25.97,31.27,21.35,73.13,1.92,207.85,5.65,15.78,100.6,55.45
Safflower,West Bengal,Rabi,2022,0.0,0.0,600.0,25.45,31.06,20.76,75.42,2.15,222.91,3.27,16.78,100.59,49.24
Safflower,West Bengal,Rabi,2023,0.0,0.0,350.0,26.64,32.58,21.53,68.46,1.96,230.88,3.6,15.94,100.67,51.9
Safflower,West Bengal,Rabi,2024,0.0,0.0,350.0,26.21,31.66,21.47,72.52,1.94,219.6,4.74,15.46,100.63,56.93
Safflower,West Bengal,Total,2020,0.0,0.0,620.0,25.24,30.46,20.69,76.18,1.85,227.54,4.45,16.24,100.65,55.76
Safflower,West Bengal,Total,2021,0.0,0.0,600.0,25.97,31.27,21.35,73.13,1.92,207.85,5.65,15.78,100.6,55.45
Safflower,West Bengal,Total,2022,0.0,0.0,600.0,25.45,31.06,20.76,75.42,2.15,222.91,3.27,16.78,100.59,49.24
Safflower,West Bengal,Total,2023,0.0,0.0,350.0,26.64,32.58,21.53,68.46,1.96,230.88,3.6,15.94,100.67,51.9
Safflower,West Bengal,Total,2024,0.0,0.0,350.0,26.21,31.66,21.47,72.52,1.94,219.6,4.74,15.46,100.63,56.93
Safflower,All India,Rabi,2020,0.56,0.36,640.0,25.38,32.23,19.43,58.73,1.97,190.95,3.53,17.98,96.48,45.97
Safflower,All India,Rabi,2021,0.79,0.61,777.0,25.75,32.51,19.81,55.59,2.06,182.3,3.44,17.57,96.44,49.01
Safflower,All India,Rabi,2022,1.09,0.9,826.0,25.73,32.47,19.73,57.24,2.01,183.31,4.75,18.18,96.39,41.6
Safflower,All India,Rabi,2023,0.65,0.5,768.0,25.49,32.36,19.58,58.16,2.06,198.55,3.76,17.74,96.56,42.89
Safflower,All India,Rabi,2024,0.57,0.43,756.0,25.91,32.66,20.06,58.71,2.01,179.22,4.34,17.02,96.48,48.46
Safflower,All India,Total,2020,0.56,0.36,640.0,25.38,32.23,19.43,58.73,1.97,190.95,3.53,17.98,96.48,45.97
Safflower,All India,Total,2021,0.79,0.61,777.0,25.75,32.51,19.81,55.59,2.06,182.3,3.44,17.57,96.44,49.01
Safflower,All India,Total,2022,1.09,0.9,826.0,25.73,32.47,19.73,57.24,2.01,183.31,4.75,18.18,96.39,41.6
Safflower,All India,Total,2023,0.65,0.5,768.0,25.49,32.36,19.58,58.16,2.06,198.55,3.76,17.74,96.56,42.89
Safflower,All India,Total,2024,0.57,0.43,756.0,25.91,32.66,20.06,58.71,2.01,179.22,4.34,17.02,96.48,48.46
Total Oil Seeds,Andaman And Nicobar Islands,Kharif,2020,0.0,0.0,561.0,28.32,28.92,27.68,77.31,4.08,158.54,5.6,18.52,100.88,69.69
Total Oil Seeds,Andaman And Nicobar Islands,Kharif,2021,0.0,0.0,571.0,28.29,28.79,27.73,77.64,4.18,161.38,6.37,17.93,100.86,71.41
Total Oil Seeds,Andaman And Nicobar Islands,Kharif,2022,0.0,0.0,573.0,28.25,28.74,27.68,77.82,3.85,156.64,6.67,17.72,100.8,77.01
Total Oil Seeds,Andaman And Nicobar Islands,Rabi,2020,0.0,0.0,200.0,28.32,28.92,27.68,77.31,4.08,158.54,5.6,18.52,100.88,69.69
Total Oil Seeds,Andaman And Nicobar Islands,Rabi,2021,0.0,0.0,0.0,28.29,28.79,27.73,77.64,4.18,161.38,6.37,17.93,100.86,71.41
Total Oil Seeds,Andaman And Nicobar Islands,Total,2020,0.0,0.0,537.0,28.32,28.92,27.68,77.31,4.08,158.54,5.6,18.52,100.88,69.69
Total Oil Seeds,Andaman And Nicobar Islands,Total,2021,0.0,0.0,533.0,28.29,28.79,27.73,77.64,4.18,161.38,6.37,17.93,100.86,71.41
Total Oil Seeds,Andaman And Nicobar Islands,Total,2022,0.0,0.0,573.0,28.25,28.74,27.68,77.82,3.85,156.64,6.67,17.72,100.8,77.01
Total Oil Seeds,Andhra Pradesh,Kharif,2020,8.06,5.61,696.0,27.89,33.28,23.65,72.22,2.65,171.69,3.21,18.08,99.98,58.31
Total Oil Seeds,Andhra Pradesh,Kharif,2021,7.94,3.39,426.0,27.86,33.37,23.45,71.26,2.51,177.48,2.69,17.96,99.94,58.0
Total Oil Seeds,Andhra Pradesh,Kharif,2022,5.89,3.82,649.0,27.66,33.28,23.26,71.98,2.56,167.43,2.74,17.8,99.91,55.42
Total Oil Seeds,Andhra Pradesh,Kharif,2023,3.27,2.01,615.0,28.5,34.49,23.81,67.52,2.62,174.84,2.54,18.33,100.04,54.41
Total Oil Seeds,Andhra Pradesh,Kharif,2024,3.3,2.89,876.0,28.43,34.01,24.13,71.61,2.76,168.25,2.85,17.62,99.99,56.82
Total Oil Seeds,Andhra Pradesh,Rabi,2020,1.36,2.43,1789.0,27.89,33.28,23.65,72.22,2.65,171.69,3.21,18.08,99.98,58.31
Total Oil Seeds,Andhra Pradesh,Rabi,2021,1.17,2.1,1798.0,27.86,33.37,23.45,71.26,2.51,177.48,2.69,17.96,99.94,58.0
Total Oil Seeds,Andhra Pradesh,Rabi,2022,1.3,2.92,2245.0,27.66,33.28,23.26,71.98,2.56,167.43,2.74,17.8,99.91,55.42
Total Oil Seeds,Andhra Pradesh,Rabi,2023,1.0,1.78,1782.0,28.5,34.49,23.81,67.52,2.62,174.84,2.54,18.33,100.04,54.41
Total Oil Seeds,Andhra Pradesh,Rabi,2024,0.76,1.35,1770.0,28.43,34.01,24.13,71.61,2.76,168.25,2.85,17.62,99.99,56.82
Total Oil Seeds,Andhra Pradesh,Total,2020,9.42,8.05,854.0,27.89,33.28,23.65,72.22,2.65,171.69,3.21,18.08,99.98,58.31
Total Oil Seeds,Andhra Pradesh,Total,2021,9.11,5.49,603.0,27.86,33.37,23.45,71.26,2.51,177.48,2.69,17.96,99.94,58.0
Total Oil Seeds,Andhra Pradesh,Total,2022,7.19,6.74,937.0,27.66,33.28,23.26,71.98,2.56,167.43,2.74,17.8,99.91,55.42
Total Oil Seeds,Andhra Pradesh,Total,2023,4.27,3.79,889.0,28.5,34.49,23.81,67.52,2.62,174.84,2.54,18.33,100.04,54.41
Total Oil Seeds,Andhra Pradesh,Total,2024,4.06,4.24,1043.0,28.43,34.01,24.13,71.61,2.76,168.25,2.85,17.62,99.99,56.82
Total Oil Seeds,Arunachal Pradesh,Kharif,2020,0.07,0.08,1153.0,20.63,25.43,16.67,80.02,0.33,112.03,11.95,11.73,93.14,83.68
Total Oil Seeds,Arunachal Pradesh,Kharif,2021,0.07,0.08,1154.0,20.85,25.96,16.71,78.7,0.34,110.21,7.45,12.02,93.14,83.13
Total Oil Seeds,Arunachal Pradesh,Kharif,2022,0.08,0.09,1137.0,20.44,25.65,16.2,78.61,0.35,130.2,10.42,12.41,93.12,80.09
Total Oil Seeds,Arunachal Pradesh,Kharif,2023,0.08,0.09,1141.0,20.74,26.19,16.26,76.99,0.35,104.28,7.46,12.04,93.21,81.73
Total Oil Seeds,Arunachal Pradesh,Rabi,2020,0.29,0.3,1025.0,20.63,25.43,16.67,80.02,0.33,112.03,11.95,11.73,93.14,83.68
Total Oil Seeds,Arunachal Pradesh,Rabi,2021,0.29,0.3,1034.0,20.85,25.96,16.71,78.7,0.34,110.21,7.45,12.02,93.14,83.13
Total Oil Seeds,Arunachal Pradesh,Rabi,2022,0.29,0.3,1038.0,20.44,25.65,16.2,78.61,0.35,130.2,10.42,12.41,93.12,80.09
Total Oil Seeds,Arunachal Pradesh,Rabi,2023,0.29,0.3,1043.0,20.74,26.19,16.26,76.99,0.35,104.28,7.46,12.04,93.21,81.73
Total Oil Seeds,Arunachal Pradesh,Total,2020,0.36,0.37,1049.0,20.63,25.43,16.67,80.02,0.33,112.03,11.95,11.73,93.14,83.68
Total Oil Seeds,Arunachal Pradesh,Total,2021,0.36,0.38,1058.0,20.85,25.96,16.71,78.7,0.34,110.21,7.45,12.02,93.14,83.13
Total Oil Seeds,Arunachal Pradesh,Total,2022,0.37,0.39,1060.0,20.44,25.65,16.2,78.61,0.35,130.2,10.42,12.41,93.12,80.09
Total Oil Seeds,Arunachal Pradesh,Total,2023,0.37,0.39,1065.0,20.74,26.19,16.26,76.99,0.35,104.28,7.46,12.04,93.21,81.73
Total Oil Seeds,Assam,Kharif,2020,0.18,0.12,633.0,24.28,29.73,19.78,76.64,0.4,194.47,3.78,15.13,98.34,65.3
Total Oil Seeds,Assam,Kharif,2021,0.18,0.11,638.0,25.0,31.26,20.03,71.1,0.42,195.71,2.83,15.69,98.32,62.47
Total Oil Seeds,Assam,Kharif,2022,0.06,0.03,578.0,24.45,30.49,19.69,73.27,0.41,174.58,3.53,15.08,98.31,61.95
Total Oil Seeds,Assam,Kharif,2023,0.18,0.11,641.0,25.32,31.84,20.06,68.38,0.41,171.23,2.93,16.01,98.39,60.01
Total Oil Seeds,Assam,Kharif,2024,0.18,0.12,654.0,24.76,30.63,19.9,71.94,0.41,176.25,3.73,15.07,98.37,63.35
Total Oil Seeds,Assam,Rabi,2020,2.91,1.88,646.0,24.28,29.73,19.78,76.64,0.4,194.47,3.78,15.13,98.34,65.3
Total Oil Seeds,Assam,Rabi,2021,2.94,1.89,644.0,25.0,31.26,20.03,71.1,0.42,195.71,2.83,15.69,98.32,62.47
Total Oil Seeds,Assam,Rabi,2022,3.15,2.46,782.0,24.45,30.49,19.69,73.27,0.41,174.58,3.53,15.08,98.31,61.95
Total Oil Seeds,Assam,Rabi,2023,3.25,2.54,783.0,25.32,31.84,20.06,68.38,0.41,171.23,2.93,16.01,98.39,60.01
Total Oil Seeds,Assam,Rabi,2024,3.15,2.47,785.0,24.76,30.63,19.9,71.94,0.41,176.25,3.73,15.07,98.37,63.35
Total Oil Seeds,Assam,Summer,2023,0.04,0.03,731.0,25.32,31.84,20.06,68.38,0.41,171.23,2.93,16.01,98.39,60.01
Total Oil Seeds,Assam,Summer,2024,0.04,0.03,731.0,24.76,30.63,19.9,71.94,0.41,176.25,3.73,15.07,98.37,63.35
Total Oil Seeds,Assam,Total,2020,3.1,2.0,646.0,24.28,29.73,19.78,76.64,0.4,194.47,3.78,15.13,98.34,65.3
Total Oil Seeds,Assam,Total,2021,3.12,2.01,643.0,25.0,31.26,20.03,71.1,0.42,195.71,2.83,15.69,98.32,62.47
Total Oil Seeds,Assam,Total,2022,3.21,2.5,778.0,24.45,30.49,19.69,73.27,0.41,174.58,3.53,15.08,98.31,61.95
Total Oil Seeds,Assam,Total,2023,3.46,2.69,776.0,25.32,31.84,20.06,68.38,0.41,171.23,2.93,16.01,98.39,60.01
Total Oil Seeds,Assam,Total,2024,3.37,2.62,778.0,24.76,30.63,19.9,71.94,0.41,176.25,3.73,15.07,98.37,63.35
Total Oil Seeds,Bihar,Kharif,2020,0.28,0.15,529.0,24.82,30.5,19.76,67.48,1.82,215.62,3.34,15.94,99.57,50.51
Total Oil Seeds,Bihar,Kharif,2021,0.26,0.2,776.0,25.31,31.14,20.07,64.6,1.91,224.5,3.83,15.79,99.51,54.28
Total Oil Seeds,Bihar,Kharif,2022,0.21,0.2,972.0,25.84,32.27,20.07,60.93,1.97,212.06,2.03,16.72,99.48,46.68
Total Oil Seeds,Bihar,Kharif,2023,0.21,0.15,732.0,26.38,32.6,20.81,57.28,2.05,225.68,2.91,16.63,99.59,46.27
Total Oil Seeds,Bihar,Kharif,2024,0.11,0.1,886.0,26.37,32.62,20.83,59.37,2.06,214.08,2.46,16.04,99.54,51.93
Total Oil Seeds,Bihar,Rabi,2020,0.87,1.09,1251.0,24.82,30.5,19.76,67.48,1.82,215.62,3.34,15.94,99.57,50.51
Total Oil Seeds,Bihar,Rabi,2021,0.9,1.01,1127.0,25.31,31.14,20.07,64.6,1.91,224.5,3.83,15.79,99.51,54.28
Total Oil Seeds,Bihar,Rabi,2022,0.89,1.03,1161.0,25.84,32.27,20.07,60.93,1.97,212.06,2.03,16.72,99.48,46.68
Total Oil Seeds,Bihar,Rabi,2023,1.05,1.3,1240.0,26.38,32.6,20.81,57.28,2.05,225.68,2.91,16.63,99.59,46.27
Total Oil Seeds,Bihar,Rabi,2024,0.93,1.06,1138.0,26.37,32.62,20.83,59.37,2.06,214.08,2.46,16.04,99.54,51.93
Total Oil Seeds,Bihar,Summer,2022,0.04,0.05,1389.0,25.84,32.27,20.07,60.93,1.97,212.06,2.03,16.72,99.48,46.68
Total Oil Seeds,Bihar,Summer,2023,0.04,0.05,1387.0,26.38,32.6,20.81,57.28,2.05,225.68,2.91,16.63,99.59,46.27
Total Oil Seeds,Bihar,Summer,2024,0.04,0.05,1389.0,26.37,32.62,20.83,59.37,2.06,214.08,2.46,16.04,99.54,51.93
Total Oil Seeds,Bihar,Total,2020,1.15,1.24,1077.0,24.82,30.5,19.76,67.48,1.82,215.62,3.34,15.94,99.57,50.51
Total Oil Seeds,Bihar,Total,2021,1.16,1.21,1048.0,25.31,31.14,20.07,64.6,1.91,224.5,3.83,15.79,99.51,54.28
Total Oil Seeds,Bihar,Total,2022,1.13,1.28,1134.0,25.84,32.27,20.07,60.93,1.97,212.06,2.03,16.72,99.48,46.68
Total Oil Seeds,Bihar,Total,2023,1.3,1.51,1163.0,26.38,32.6,20.81,57.28,2.05,225.68,2.91,16.63,99.59,46.27
Total Oil Seeds,Bihar,Total,2024,1.08,1.21,1120.0,26.37,32.62,20.83,59.37,2.06,214.08,2.46,16.04,99.54,51.93
Total Oil Seeds,Chandigarh,Kharif,2021,0.0,0.0,0.0,23.74,30.28,18.48,52.91,1.82,250.56,3.38,18.29,96.01,49.53
Total Oil Seeds,Chandigarh,Rabi,2021,0.0,0.0,0.0,23.74,30.28,18.48,52.91,1.82,250.56,3.38,18.29,96.01,49.53
Total Oil Seeds,Chandigarh,Total,2021,0.0,0.0,0.0,23.74,30.28,18.48,52.91,1.82,250.56,3.38,18.29,96.01,49.53
Total Oil Seeds,Chhattisgarh,Kharif,2020,1.49,0.98,656.0,24.87,30.69,19.45,70.07,1.65,158.79,4.73,17.36,97.73,51.85
Total Oil Seeds,Chhattisgarh,Kharif,2021,1.09,0.82,754.0,25.76,31.81,20.19,62.93,1.79,171.03,4.13,17.51,97.67,54.46
Total Oil Seeds,Chhattisgarh,Kharif,2022,0.9,0.74,821.0,25.76,31.9,20.02,63.19,1.8,159.25,3.86,17.87,97.62,47.97
Total Oil Seeds,Chhattisgarh,Kharif,2023,0.82,0.67,816.0,25.71,31.91,20.06,63.12,1.79,176.15,4.53,17.8,97.78,46.52
Total Oil Seeds,Chhattisgarh,Kharif,2024,0.8,0.59,734.0,26.18,32.16,20.76,65.44,1.85,163.05,3.68,16.75,97.71,53.17
Total Oil Seeds,Chhattisgarh,Rabi,2020,0.49,0.24,482.0,24.87,30.69,19.45,70.07,1.65,158.79,4.73,17.36,97.73,51.85
Total Oil Seeds,Chhattisgarh,Rabi,2021,0.48,0.22,468.0,25.76,31.81,20.19,62.93,1.79,171.03,4.13,17.51,97.67,54.46
Total Oil Seeds,Chhattisgarh,Rabi,2022,0.41,0.2,478.0,25.76,31.9,20.02,63.19,1.8,159.25,3.86,17.87,97.62,47.97
Total Oil Seeds,Chhattisgarh,Rabi,2023,0.36,0.16,448.0,25.71,31.91,20.06,63.12,1.79,176.15,4.53,17.8,97.78,46.52
Total Oil Seeds,Chhattisgarh,Rabi,2024,0.45,0.21,458.0,26.18,32.16,20.76,65.44,1.85,163.05,3.68,16.75,97.71,53.17
Total Oil Seeds,Chhattisgarh,Total,2020,1.98,1.21,613.0,24.87,30.69,19.45,70.07,1.65,158.79,4.73,17.36,97.73,51.85
Total Oil Seeds,Chhattisgarh,Total,2021,1.56,1.04,666.0,25.76,31.81,20.19,62.93,1.79,171.03,4.13,17.51,97.67,54.46
Total Oil Seeds,Chhattisgarh,Total,2022,1.31,0.93,713.0,25.76,31.9,20.02,63.19,1.8,159.25,3.86,17.87,97.62,47.97
Total Oil Seeds,Chhattisgarh,Total,2023,1.18,0.83,703.0,25.71,31.91,20.06,63.12,1.79,176.15,4.53,17.8,97.78,46.52
Total Oil Seeds,Chhattisgarh,Total,2024,1.25,0.79,635.0,26.18,32.16,20.76,65.44,1.85,163.05,3.68,16.75,97.71,53.17
Total Oil Seeds,Dadra And Nagar Haveli,Kharif,2020,0.0,0.0,0.0,26.63,33.0,21.79,66.64,2.38,207.72,6.93,18.44,98.94,42.82
Total Oil Seeds,Dadra And Nagar Haveli,Kharif,2021,0.0,0.0,0.0,26.59,32.62,22.02,67.25,2.35,209.68,6.84,17.35,98.92,48.72
Total Oil Seeds,Dadra And Nagar Haveli,Rabi,2020,0.0,0.0,0.0,26.63,33.0,21.79,66.64,2.38,207.72,6.93,18.44,98.94,42.82
Total Oil Seeds,Dadra And Nagar Haveli,Rabi,2021,0.0,0.0,0.0,26.59,32.62,22.02,67.25,2.35,209.68,6.84,17.35,98.92,48.72
Total Oil Seeds,Dadra And Nagar Haveli,Total,2020,0.0,0.0,0.0,26.63,33.0,21.79,66.64,2.38,207.72,6.93,18.44,98.94,42.82
Total Oil Seeds,Dadra And Nagar Haveli,Total,2021,0.0,0.0,0.0,26.59,32.62,22.02,67.25,2.35,209.68,6.84,17.35,98.92,48.72
Total Oil Seeds,Daman And Diu,Kharif,2021,0.0,0.0,0.0,26.77,32.78,22.21,66.82,2.43,207.36,5.4,17.95,99.44,49.49
Total Oil Seeds,Daman And Diu,Rabi,2021,0.0,0.0,0.0,26.77,32.78,22.21,66.82,2.43,207.36,5.4,17.95,99.44,49.49
Total Oil Seeds,Daman And Diu,Total,2021,0.0,0.0,0.0,26.77,32.78,22.21,66.82,2.43,207.36,5.4,17.95,99.44,49.49
Total Oil Seeds,Delhi,Kharif,2021,0.0,0.0,0.0,24.68,31.59,18.72,53.27,1.8,202.76,3.0,16.86,98.14,48.56
Total Oil Seeds,Delhi,Rabi,2020,0.04,0.05,1261.0,24.94,32.21,18.75,49.35,1.87,241.92,1.85,17.29,98.19,44.78
Total Oil Seeds,Delhi,Rabi,2021,0.04,0.06,1300.0,24.68,31.59,18.72,53.27,1.8,202.76,3.0,16.86,98.14,48.56
Total Oil Seeds,Delhi,Rabi,2022,0.0,0.0,1375.0,25.47,32.71,19.36,52.88,1.9,226.42,2.18,17.15,98.08,42.16
Total Oil Seeds,Delhi,Rabi,2023,0.05,0.07,1600.0,24.85,32.05,18.9,52.76,1.82,226.65,2.15,16.74,98.25,42.52
Total Oil Seeds,Delhi,Total,2020,0.04,0.05,1261.0,24.94,32.21,18.75,49.35,1.87,241.92,1.85,17.29,98.19,44.78
Total Oil Seeds,Delhi,Total,2021,0.04,0.06,1300.0,24.68,31.59,18.72,53.27,1.8,202.76,3.0,16.86,98.14,48.56
Total Oil Seeds,Delhi,Total,2022,0.0,0.0,1375.0,25.47,32.71,19.36,52.88,1.9,226.42,2.18,17.15,98.08,42.16
Total Oil Seeds,Delhi,Total,2023,0.05,0.07,1600.0,24.85,32.05,18.9,52.76,1.82,226.65,2.15,16.74,98.25,42.52
Total Oil Seeds,Goa,Kharif,2020,0.0,0.0,1750.0,25.21,30.9,20.88,75.36,1.18,205.0,7.51,17.92,95.9,55.13
Total Oil Seeds,Goa,Kharif,2021,0.0,0.0,1750.0,25.09,30.45,20.96,77.11,1.13,195.96,6.77,17.34,95.89,59.9
Total Oil Seeds,Goa,Kharif,2022,0.0,0.0,2091.0,24.82,30.56,20.51,75.52,1.16,204.31,5.32,17.46,95.87,56.85
Total Oil Seeds,Goa,Kharif,2023,0.0,0.0,1833.0,25.81,32.21,20.84,67.95,1.2,186.78,4.86,18.71,95.99,47.87
Total Oil Seeds,Goa,Rabi,2020,0.0,0.0,2257.0,25.21,30.9,20.88,75.36,1.18,205.0,7.51,17.92,95.9,55.13
Total Oil Seeds,Goa,Rabi,2021,0.0,0.0,2040.0,25.09,30.45,20.96,77.11,1.13,195.96,6.77,17.34,95.89,59.9
Total Oil Seeds,Goa,Rabi,2022,0.0,0.0,1482.0,24.82,30.56,20.51,75.52,1.16,204.31,5.32,17.46,95.87,56.85
Total Oil Seeds,Goa,Rabi,2023,0.0,0.0,1556.0,25.81,32.21,20.84,67.95,1.2,186.78,4.86,18.71,95.99,47.87
Total Oil Seeds,Goa,Total,2020,0.0,0.0,2230.0,25.21,30.9,20.88,75.36,1.18,205.0,7.51,17.92,95.9,55.13
Total Oil Seeds,Goa,Total,2021,0.0,0.0,2025.0,25.09,30.45,20.96,77.11,1.13,195.96,6.77,17.34,95.89,59.9
Total Oil Seeds,Goa,Total,2022,0.0,0.0,1582.0,24.82,30.56,20.51,75.52,1.16,204.31,5.32,17.46,95.87,56.85
